BookingID,FlightID,PassengerID,SeatNumber,Status
11618,1276,14054,100,Cancelled
11619,819,9892,16,Checked-in
11620,1785,3205,6,Checked-in
11621,1226,7829,81,Checked-in
11622,1423,7646,50,Checked-in
11623,1050,5503,19,Cancelled
11624,1789,16403,183,Cancelled
11625,459,392,97,Cancelled
11626,522,6227,71,Checked-in
11627,19,1612,21,Cancelled
11628,1116,4921,198,Cancelled
11629,92,4680,147,Checked-in
11630,831,15718,38,Booked
11631,1350,9061,37,Booked
11632,1928,10356,126,Booked
11633,968,370,51,Cancelled
11634,1461,8375,7,Checked-in
11635,1250,5541,39,Booked
11636,1278,12589,83,Cancelled
11637,670,12793,243,Cancelled
11638,1910,8147,32,Checked-in
11639,272,7707,145,Booked
11640,1429,15535,6,Cancelled
11641,1071,9705,126,Cancelled
11642,1503,5187,76,Booked
11643,862,12978,103,Checked-in
11644,1236,16172,65,Cancelled
11645,1646,16449,86,Booked
11646,1375,1086,221,Cancelled
11647,1875,11804,65,Checked-in
11648,1391,14806,71,Checked-in
11649,606,17473,20,Booked
11650,144,3715,8,Checked-in
11651,410,2351,121,Booked
11652,1919,5686,132,Cancelled
11653,565,5611,164,Cancelled
11654,1000,14162,89,Booked
11655,365,16938,151,Booked
11656,1998,17215,44,Booked
11657,1753,1778,32,Booked
11658,1687,2448,17,Cancelled
11659,1788,12655,20,Booked
11660,630,14813,94,Checked-in
11661,35,14744,65,Booked
11662,1757,14299,77,Booked
11663,1890,10362,171,Cancelled
11664,1723,17364,45,Cancelled
11665,660,5319,170,Cancelled
11666,1351,7526,4,Booked
11667,863,14666,89,Cancelled
11668,1436,8159,55,Cancelled
11669,1100,12096,206,Checked-in
11670,1917,10074,91,Checked-in
11671,1776,8633,73,Booked
11672,261,2332,72,Cancelled
11673,404,532,100,Cancelled
11674,616,6840,71,Cancelled
11675,1811,4315,114,Checked-in
11676,844,15046,32,Booked
11677,1818,10459,6,Booked
11678,1442,4879,48,Booked
11679,236,7041,55,Booked
11680,1753,3929,6,Checked-in
11681,968,8498,143,Cancelled
11682,1426,6325,64,Booked
11683,1892,431,78,Checked-in
11684,1856,14146,197,Booked
11685,1853,4548,3,Checked-in
11686,1612,4594,96,Cancelled
11687,1379,14552,187,Booked
11688,431,1087,69,Checked-in
11689,186,6237,91,Checked-in
11690,778,7183,12,Checked-in
11691,1758,16752,187,Checked-in
11692,9,11804,61,Checked-in
11693,1694,6330,125,Booked
11694,1693,16178,193,Cancelled
11695,375,17074,226,Checked-in
11696,1680,6349,71,Cancelled
11697,1083,9188,219,Booked
11698,1051,8093,264,Cancelled
11699,386,14192,88,Booked
11700,1985,6690,157,Booked
11701,1733,2740,103,Cancelled
11702,1681,1438,157,Checked-in
11703,1509,4700,123,Cancelled
11704,712,9191,243,Booked
11705,536,15549,62,Booked
11706,94,16432,165,Cancelled
11707,446,6344,181,Booked
11708,1695,5577,19,Cancelled
11709,1995,1695,144,Cancelled
11710,607,10572,116,Cancelled
11711,781,15750,159,Booked
11712,761,2312,130,Booked
11713,297,483,18,Checked-in
11714,1693,4110,117,Cancelled
11715,1811,548,195,Booked
11716,381,14673,95,Checked-in
11717,1129,9243,33,Booked
11718,885,3570,33,Checked-in
11719,1475,4272,11,Cancelled
11720,58,7938,22,Checked-in
11721,299,12146,137,Booked
11722,1310,5756,108,Booked
11723,1878,1811,156,Checked-in
11724,273,10316,258,Cancelled
11725,85,16667,9,Cancelled
11726,1210,10082,93,Cancelled
11727,123,8702,183,Cancelled
11728,107,5950,204,Booked
11729,246,7655,39,Cancelled
11730,838,6030,37,Booked
11731,1,12672,78,Checked-in
11732,743,3680,99,Booked
11733,1937,2994,119,Cancelled
11734,1599,5308,179,Booked
11735,1774,14731,103,Checked-in
11736,21,2039,158,Checked-in
11737,598,10558,145,Checked-in
11738,160,5903,252,Cancelled
11739,418,256,264,Cancelled
11740,1803,1436,35,Checked-in
11741,1246,11483,125,Checked-in
11742,1846,7758,271,Booked
11743,1651,8114,99,Checked-in
11744,792,15119,96,Cancelled
11745,20,6115,106,Cancelled
11746,857,1603,118,Booked
11747,989,9847,136,Cancelled
11748,1451,16097,56,Checked-in
11749,955,13938,101,Checked-in
11750,395,1287,190,Checked-in
11751,241,12689,139,Cancelled
11752,381,16334,124,Booked
11753,333,1726,63,Cancelled
11754,1045,1474,108,Checked-in
11755,471,8437,122,Cancelled
11756,1195,15435,134,Booked
11757,562,15645,62,Checked-in
11758,1073,11352,4,Cancelled
11759,147,1590,151,Booked
11760,489,10267,222,Booked
11761,694,13736,101,Checked-in
11762,1269,10698,184,Cancelled
11763,1575,14803,57,Cancelled
11764,398,5451,15,Checked-in
11765,1864,5250,42,Cancelled
11766,181,9601,172,Checked-in
11767,250,15679,2,Checked-in
11768,1414,15198,228,Booked
11769,725,921,93,Cancelled
11770,1861,9171,280,Checked-in
11771,853,17283,122,Checked-in
11772,1830,7935,78,Booked
11773,160,15421,223,Cancelled
11774,1020,12562,5,Checked-in
11775,858,13539,89,Checked-in
11776,1409,3318,208,Cancelled
11777,639,4657,100,Booked
11778,28,13052,134,Cancelled
11779,425,16497,234,Cancelled
11780,1083,7870,23,Cancelled
11781,567,88,207,Checked-in
11782,822,12750,25,Booked
11783,1086,13143,6,Cancelled
11784,1141,4957,190,Cancelled
11785,1580,13444,112,Booked
11786,6,2765,77,Cancelled
11787,1760,10770,94,Booked
11788,182,11556,8,Cancelled
11789,1328,1425,118,Checked-in
11790,848,6400,166,Booked
11791,734,12991,90,Cancelled
11792,1136,572,118,Booked
11793,1151,14294,49,Cancelled
11794,455,860,84,Checked-in
11795,795,6834,11,Cancelled
11796,846,5269,184,Checked-in
11797,1877,12575,71,Cancelled
11798,352,7885,121,Booked
11799,1129,5227,223,Cancelled
11800,358,16755,50,Cancelled
11801,521,7459,10,Cancelled
11802,1525,2481,87,Checked-in
11803,833,7356,77,Checked-in
11804,968,16801,19,Cancelled
11805,807,16016,10,Checked-in
11806,1174,13534,12,Checked-in
11807,659,11920,36,Cancelled
11808,1417,16664,38,Booked
11809,345,5733,241,Checked-in
11810,1436,10220,3,Checked-in
11811,1677,9823,54,Cancelled
11812,1258,15754,108,Cancelled
11813,1841,6216,231,Checked-in
11814,270,1995,42,Checked-in
11815,1704,5724,7,Booked
11816,1919,8155,128,Booked
11817,1088,9114,22,Cancelled
11818,515,8530,115,Booked
11819,664,595,48,Checked-in
11820,1956,11907,85,Booked
11821,664,253,181,Booked
11822,233,2170,86,Booked
11823,223,2768,146,Cancelled
11824,193,5293,108,Booked
11825,1600,7232,66,Cancelled
11826,646,589,121,Cancelled
11827,1534,9230,57,Booked
11828,1060,1458,68,Booked
11829,1662,10548,8,Checked-in
11830,1905,3764,51,Checked-in
11831,274,5319,140,Cancelled
11832,1155,12584,35,Cancelled
11833,1634,7519,140,Booked
11834,942,9286,245,Booked
11835,1319,1622,239,Cancelled
11836,33,8050,174,Checked-in
11837,170,10930,93,Cancelled
11838,347,362,98,Booked
11839,1407,10274,3,Checked-in
11840,693,5077,17,Booked
11841,148,13052,115,Booked
11842,579,2960,159,Checked-in
11843,178,5134,176,Booked
11844,1239,3603,10,Checked-in
11845,894,13209,152,Booked
11846,144,5961,74,Booked
11847,1833,12187,160,Booked
11848,1146,16078,162,Checked-in
11849,1710,6406,15,Booked
11850,1156,4292,121,Checked-in
11851,1256,12975,117,Cancelled
11852,142,11003,70,Checked-in
11853,1707,12485,151,Booked
11854,826,6450,4,Checked-in
11855,277,17463,102,Checked-in
11856,1747,5854,92,Booked
11857,561,14845,127,Checked-in
11858,767,16791,14,Booked
11859,657,11174,108,Checked-in
11860,1474,17173,4,Checked-in
11861,432,7143,103,Checked-in
11862,693,7664,160,Cancelled
11863,340,14284,49,Checked-in
11864,217,17299,135,Booked
11865,284,1181,115,Booked
11866,1068,230,4,Booked
11867,575,6005,95,Cancelled
11868,1734,6610,134,Checked-in
11869,652,11640,209,Cancelled
11870,1677,6811,94,Booked
11871,277,913,134,Cancelled
11872,50,6090,11,Checked-in
11873,468,5321,95,Cancelled
11874,306,2315,90,Checked-in
11875,1278,3451,71,Booked
11876,982,6012,104,Cancelled
11877,1962,2956,31,Cancelled
11878,1046,16908,98,Booked
11879,420,12742,203,Checked-in
11880,835,3513,3,Checked-in
11881,799,15729,80,Checked-in
11882,1104,5395,205,Booked
11883,887,17432,149,Cancelled
11884,176,11901,82,Checked-in
11885,1254,2820,166,Booked
11886,1572,19,295,Cancelled
11887,287,11269,102,Booked
11888,1310,13992,54,Checked-in
11889,1239,11325,34,Cancelled
11890,1392,15246,214,Checked-in
11891,39,15247,81,Booked
11892,1237,390,52,Checked-in
11893,392,5803,165,Cancelled
11894,1683,7548,115,Checked-in
11895,1043,4348,134,Checked-in
11896,1491,5509,225,Cancelled
11897,198,7389,178,Checked-in
11898,1024,4272,137,Checked-in
11899,1523,13479,232,Booked
11900,492,4670,55,Booked
11901,871,13486,17,Cancelled
11902,1334,8291,94,Cancelled
11903,629,9253,115,Checked-in
11904,400,4332,213,Cancelled
11905,355,3614,179,Booked
11906,1887,10044,82,Checked-in
11907,1490,8366,10,Cancelled
11908,1073,12502,60,Cancelled
11909,581,11926,51,Booked
11910,88,14888,85,Checked-in
11911,1412,13422,170,Cancelled
11912,1168,3045,218,Checked-in
11913,696,15711,119,Checked-in
11914,335,6863,167,Checked-in
11915,1824,17272,3,Checked-in
11916,1491,12576,130,Booked
11917,102,12376,92,Cancelled
11918,1184,897,246,Checked-in
11919,1603,4925,18,Booked
11920,1467,16401,125,Cancelled
11921,783,9927,86,Booked
11922,1278,2318,194,Checked-in
11923,1657,8445,43,Checked-in
11924,277,5484,133,Cancelled
11925,1235,13043,30,Cancelled
11926,1355,4395,33,Cancelled
11927,958,5069,73,Cancelled
11928,10,9108,72,Booked
11929,931,8377,10,Checked-in
11930,1709,4037,249,Cancelled
11931,652,17395,216,Booked
11932,1484,11114,38,Booked
11933,590,4278,8,Booked
11934,344,8430,125,Booked
11935,1323,17322,131,Checked-in
11936,386,2229,108,Cancelled
11937,786,8261,94,Cancelled
11938,1078,16025,90,Cancelled
11939,68,3095,38,Booked
11940,1147,15897,128,Cancelled
11941,1727,9555,122,Booked
11942,1708,14765,106,Booked
11943,621,16463,56,Checked-in
11944,1893,1204,70,Checked-in
11945,972,10489,86,Booked
11946,635,689,7,Checked-in
11947,284,543,109,Cancelled
11948,1851,6128,119,Booked
11949,874,2154,67,Booked
11950,93,5706,97,Cancelled
11951,505,6411,269,Booked
11952,165,11774,169,Cancelled
11953,474,16593,45,Booked
11954,243,12006,72,Booked
11955,93,12125,44,Cancelled
11956,447,12819,126,Checked-in
11957,545,4037,70,Cancelled
11958,1003,279,223,Checked-in
11959,1189,286,120,Cancelled
11960,1814,8873,148,Cancelled
11961,218,15758,134,Checked-in
11962,1664,16838,33,Booked
11963,1407,9561,178,Cancelled
11964,444,12194,140,Booked
11965,425,1437,136,Cancelled
11966,1911,5096,159,Cancelled
11967,1820,4834,131,Checked-in
11968,1581,3905,56,Booked
11969,839,4648,147,Checked-in
11970,1601,11813,117,Cancelled
11971,1809,16591,196,Booked
11972,1316,5685,153,Checked-in
11973,297,13139,63,Checked-in
11974,1037,16019,171,Booked
11975,1234,447,258,Checked-in
11976,379,4526,178,Checked-in
11977,1593,5524,204,Cancelled
11978,1162,7180,68,Cancelled
11979,1690,8808,22,Cancelled
11980,1327,404,104,Checked-in
11981,1085,1241,36,Checked-in
11982,764,14945,127,Booked
11983,887,10427,177,Cancelled
11984,605,16818,50,Booked
11985,1837,7724,193,Checked-in
11986,1520,283,57,Booked
11987,349,11584,189,Booked
11988,988,714,1,Cancelled
11989,1411,1433,220,Checked-in
11990,537,479,101,Checked-in
11991,640,2899,85,Booked
11992,868,8694,53,Booked
11993,1736,1780,21,Checked-in
11994,1990,4550,174,Cancelled
11995,195,7148,31,Booked
11996,1063,4449,103,Checked-in
11997,884,1842,138,Cancelled
11998,1746,2500,244,Checked-in
11999,149,15583,171,Checked-in
12000,1285,8163,279,Checked-in
12001,1513,1474,79,Cancelled
12002,694,420,2,Booked
12003,1747,5915,127,Checked-in
12004,1812,15582,77,Cancelled
12005,670,4040,154,Cancelled
12006,376,6693,6,Checked-in
12007,171,8106,115,Cancelled
12008,1673,16504,39,Checked-in
12009,1928,14575,218,Cancelled
12010,1907,295,43,Cancelled
12011,1203,7803,10,Checked-in
12012,547,7555,132,Cancelled
12013,1517,9341,72,Cancelled
12014,180,15280,157,Booked
12015,1850,10958,86,Cancelled
12016,1174,8478,122,Cancelled
12017,1114,16346,11,Booked
12018,520,9800,120,Booked
12019,986,15156,17,Checked-in
12020,1891,6257,86,Cancelled
12021,231,4547,80,Checked-in
12022,696,8626,133,Checked-in
12023,1462,8193,115,Cancelled
12024,1552,17394,118,Booked
12025,651,17363,119,Booked
12026,541,9787,68,Booked
12027,70,17077,114,Booked
12028,1442,2926,166,Booked
12029,207,8208,155,Checked-in
12030,3,10517,147,Checked-in
12031,1991,1964,97,Booked
12032,1209,11208,142,Checked-in
12033,441,12002,60,Cancelled
12034,1826,16387,182,Booked
12035,272,7966,118,Booked
12036,137,2459,159,Cancelled
12037,740,11707,117,Checked-in
12038,1471,8954,10,Cancelled
12039,792,6369,90,Checked-in
12040,1199,10700,37,Cancelled
12041,760,8888,96,Checked-in
12042,10,1433,33,Cancelled
12043,1908,7795,72,Checked-in
12044,289,12127,194,Checked-in
12045,353,11681,71,Booked
12046,278,7848,104,Checked-in
12047,425,16162,96,Booked
12048,1857,7850,55,Checked-in
12049,1835,15190,38,Booked
12050,642,9556,13,Cancelled
12051,1945,7503,199,Booked
12052,1612,8945,56,Booked
12053,834,15591,129,Booked
12054,1555,5803,128,Booked
12055,201,5289,91,Cancelled
12056,971,12731,70,Checked-in
12057,1311,10927,20,Checked-in
12058,1824,13700,126,Cancelled
12059,1449,10588,65,Booked
12060,737,7124,27,Booked
12061,668,14939,47,Cancelled
12062,612,7999,51,Booked
12063,1247,1488,5,Cancelled
12064,1892,1393,48,Booked
12065,395,2063,1,Checked-in
12066,56,16604,103,Cancelled
12067,1635,10058,103,Cancelled
12068,724,11741,66,Checked-in
12069,724,3323,47,Checked-in
12070,19,11423,100,Cancelled
12071,1472,5227,8,Cancelled
12072,934,2220,38,Cancelled
12073,1773,2764,66,Booked
12074,123,9279,188,Checked-in
12075,981,17104,29,Booked
12076,1506,11825,49,Booked
12077,1589,3922,160,Checked-in
12078,726,6210,49,Checked-in
12079,420,6722,266,Checked-in
12080,53,7124,37,Checked-in
12081,617,7635,46,Checked-in
12082,430,13770,155,Booked
12083,388,9736,11,Booked
12084,306,14217,88,Checked-in
12085,622,10461,120,Checked-in
12086,1609,9222,172,Booked
12087,361,3647,29,Checked-in
12088,258,7848,58,Checked-in
12089,959,11082,18,Booked
12090,933,1592,94,Checked-in
12091,231,431,158,Cancelled
12092,1717,9631,191,Cancelled
12093,1222,16545,156,Cancelled
12094,223,7980,96,Cancelled
12095,512,8973,152,Booked
12096,44,6470,113,Booked
12097,860,16202,183,Booked
12098,109,1568,51,Booked
12099,762,4437,77,Cancelled
12100,819,2102,64,Checked-in
12101,997,5712,120,Cancelled
12102,1471,4594,117,Checked-in
12103,1481,8786,27,Cancelled
12104,740,14109,134,Cancelled
12105,484,1815,62,Booked
12106,998,16506,107,Checked-in
12107,1215,11224,22,Checked-in
12108,1179,3310,110,Booked
12109,1424,9168,161,Cancelled
12110,291,16157,111,Booked
12111,1356,1091,93,Cancelled
12112,1394,13414,35,Checked-in
12113,994,3170,108,Booked
12114,1596,16018,17,Checked-in
12115,1153,106,52,Checked-in
12116,1690,16569,17,Booked
12117,1296,1414,148,Booked
12118,786,3559,8,Cancelled
12119,877,8063,11,Checked-in
12120,1912,16510,180,Booked
12121,130,467,1,Cancelled
12122,1874,16705,224,Booked
12123,199,6628,106,Cancelled
12124,1038,13511,70,Cancelled
12125,269,3372,87,Cancelled
12126,1045,11161,75,Booked
12127,1491,16448,176,Checked-in
12128,1933,8916,212,Cancelled
12129,1714,1725,68,Cancelled
12130,539,12104,198,Booked
12131,168,8019,21,Booked
12132,898,11152,4,Cancelled
12133,1027,7344,175,Booked
12134,1645,11866,156,Checked-in
12135,442,5984,54,Checked-in
12136,204,6902,23,Cancelled
12137,1929,10978,6,Cancelled
12138,1632,13442,75,Checked-in
12139,1025,12242,27,Checked-in
12140,1496,9369,116,Booked
12141,1023,7375,169,Checked-in
12142,1599,16083,198,Booked
12143,1041,13632,25,Checked-in
12144,1553,12674,132,Checked-in
12145,637,13488,74,Checked-in
12146,473,16768,98,Booked
12147,789,806,36,Cancelled
12148,1584,17374,56,Cancelled
12149,186,1432,30,Booked
12150,1378,14548,154,Booked
12151,1696,13439,27,Checked-in
12152,535,17480,55,Checked-in
12153,248,1552,102,Checked-in
12154,557,11754,145,Checked-in
12155,732,5822,11,Cancelled
12156,1909,13329,67,Cancelled
12157,1493,6066,34,Checked-in
12158,490,589,35,Booked
12159,1972,812,128,Cancelled
12160,953,10446,142,Checked-in
12161,1083,7557,193,Booked
12162,82,12253,214,Cancelled
12163,1557,12940,126,Cancelled
12164,1533,5727,49,Booked
12165,946,2957,168,Checked-in
12166,828,14972,144,Booked
12167,1705,4843,105,Booked
12168,891,3217,28,Cancelled
12169,1322,11242,276,Checked-in
12170,161,3132,59,Cancelled
12171,1042,1367,98,Cancelled
12172,1919,3506,139,Checked-in
12173,1106,10874,64,Checked-in
12174,1754,5722,142,Checked-in
12175,1405,9251,171,Checked-in
12176,419,2091,140,Cancelled
12177,1698,17234,61,Cancelled
12178,945,15266,5,Booked
12179,1757,58,32,Checked-in
12180,1005,14884,23,Cancelled
12181,1986,7039,55,Cancelled
12182,1945,7211,44,Checked-in
12183,155,3677,47,Checked-in
12184,1300,16502,161,Booked
12185,235,2996,41,Booked
12186,1121,16377,1,Cancelled
12187,1738,16649,109,Booked
12188,1186,9300,92,Checked-in
12189,943,244,4,Booked
12190,469,16823,10,Checked-in
12191,1724,989,197,Booked
12192,1295,9824,102,Cancelled
12193,1411,7077,10,Booked
12194,184,13875,35,Booked
12195,719,11065,108,Cancelled
12196,79,17274,97,Booked
12197,868,14715,35,Checked-in
12198,746,15626,156,Checked-in
12199,290,17400,47,Cancelled
12200,734,2070,54,Checked-in
12201,192,7341,53,Checked-in
12202,1098,3307,8,Checked-in
12203,1981,15424,95,Checked-in
12204,19,6756,19,Checked-in
12205,1701,3309,143,Booked
12206,467,5886,5,Booked
12207,37,8877,192,Cancelled
12208,1331,16032,73,Checked-in
12209,1180,6961,227,Checked-in
12210,1014,16312,20,Booked
12211,84,15466,156,Cancelled
12212,835,17041,38,Booked
12213,1451,14169,150,Checked-in
12214,51,1542,3,Booked
12215,565,15822,18,Booked
12216,1204,14877,92,Checked-in
12217,681,14577,152,Checked-in
12218,1641,9527,94,Booked
12219,1583,6034,66,Cancelled
12220,1566,15807,8,Booked
12221,1692,15607,30,Checked-in
12222,203,17480,35,Cancelled
12223,158,560,27,Cancelled
12224,1966,2162,98,Cancelled
12225,1236,14494,182,Booked
12226,514,12585,32,Booked
12227,1439,14965,37,Cancelled
12228,520,2954,38,Booked
12229,1633,12898,157,Checked-in
12230,1660,12996,126,Booked
12231,361,16428,194,Checked-in
12232,111,5298,23,Booked
12233,99,8860,116,Cancelled
12234,957,8045,194,Cancelled
12235,459,13577,67,Booked
12236,1199,13703,242,Checked-in
12237,989,6228,31,Cancelled
12238,1699,5990,104,Checked-in
12239,332,13956,139,Checked-in
12240,548,15257,117,Checked-in
12241,158,14476,79,Checked-in
12242,813,11251,208,Cancelled
12243,448,242,155,Cancelled
12244,1727,2468,123,Booked
12245,1191,711,29,Booked
12246,633,11939,190,Cancelled
12247,1884,3049,181,Booked
12248,1847,2660,26,Cancelled
12249,1164,12092,19,Cancelled
12250,1007,12417,51,Checked-in
12251,388,14817,78,Checked-in
12252,568,1396,94,Cancelled
12253,433,4607,155,Cancelled
12254,1692,84,113,Cancelled
12255,1068,2580,13,Cancelled
12256,1778,4606,121,Booked
12257,1724,9943,42,Cancelled
12258,1742,13353,207,Checked-in
12259,1194,8540,111,Cancelled
12260,131,305,98,Cancelled
12261,1297,14257,33,Cancelled
12262,269,13081,3,Booked
12263,103,7781,80,Cancelled
12264,922,696,143,Booked
12265,861,9824,172,Checked-in
12266,429,4484,22,Cancelled
12267,1345,4945,183,Cancelled
12268,1102,9572,173,Checked-in
12269,1428,11356,29,Cancelled
12270,548,4820,66,Cancelled
12271,106,3256,63,Cancelled
12272,1650,2283,192,Cancelled
12273,1377,2475,46,Cancelled
12274,685,16590,86,Cancelled
12275,678,9201,138,Booked
12276,1858,3150,178,Cancelled
12277,1152,9298,147,Checked-in
12278,1163,7837,35,Booked
12279,308,9888,12,Cancelled
12280,218,5675,222,Checked-in
12281,608,17003,140,Booked
12282,977,16089,172,Checked-in
12283,1302,14851,2,Booked
12284,1117,4441,225,Booked
12285,1255,15759,178,Checked-in
12286,1840,16547,127,Checked-in
12287,413,2317,39,Cancelled
12288,1826,3672,7,Checked-in
12289,411,4287,98,Booked
12290,1838,8803,68,Booked
12291,1210,14795,83,Cancelled
12292,1573,3433,108,Booked
12293,761,2374,83,Cancelled
12294,247,15650,261,Booked
12295,1872,3119,4,Cancelled
12296,889,12220,134,Booked
12297,1857,1883,44,Checked-in
12298,144,817,44,Booked
12299,1015,6341,65,Cancelled
12300,1086,13366,34,Cancelled
12301,1033,14345,124,Booked
12302,470,14085,88,Cancelled
12303,1740,2715,128,Cancelled
12304,1906,12644,27,Booked
12305,70,5806,21,Booked
12306,329,11490,152,Booked
12307,1154,16380,241,Checked-in
12308,1689,2562,84,Cancelled
12309,561,4742,52,Cancelled
12310,468,8980,71,Booked
12311,726,13992,115,Checked-in
12312,1088,5799,171,Cancelled
12313,833,857,151,Checked-in
12314,1097,4073,91,Cancelled
12315,1907,9255,163,Checked-in
12316,384,5585,132,Booked
12317,1389,11323,58,Booked
12318,597,9094,218,Checked-in
12319,1876,4209,118,Booked
12320,1094,12195,53,Checked-in
12321,629,13279,211,Cancelled
12322,1136,276,93,Checked-in
12323,1244,14217,10,Checked-in
12324,1737,7586,131,Booked
12325,1311,652,121,Cancelled
12326,1485,7973,29,Booked
12327,1935,15885,63,Checked-in
12328,402,13478,23,Checked-in
12329,1861,3012,223,Booked
12330,415,16548,101,Booked
12331,1928,15391,184,Checked-in
12332,681,7121,148,Cancelled
12333,615,15090,195,Cancelled
12334,1806,749,145,Booked
12335,1779,4761,20,Checked-in
12336,1811,12494,212,Cancelled
12337,1260,783,113,Cancelled
12338,1687,1665,23,Booked
12339,636,302,4,Booked
12340,350,15666,47,Booked
12341,946,1572,271,Booked
12342,232,3162,51,Checked-in
12343,694,1548,65,Booked
12344,106,14206,119,Booked
12345,1507,7522,139,Booked
12346,1788,975,101,Booked
12347,1503,214,90,Cancelled
12348,858,5095,22,Cancelled
12349,1304,1285,222,Booked
12350,962,17238,84,Booked
12351,1066,12081,84,Cancelled
12352,1167,9369,216,Checked-in
12353,1478,14123,128,Checked-in
12354,464,14060,123,Booked
12355,172,16543,3,Checked-in
12356,1736,804,11,Cancelled
12357,1868,3184,71,Cancelled
12358,1817,8662,157,Booked
12359,1006,14432,154,Cancelled
12360,1192,4665,45,Checked-in
12361,585,17217,179,Checked-in
12362,1449,2918,10,Booked
12363,61,6653,33,Booked
12364,164,16059,89,Checked-in
12365,1359,9713,209,Booked
12366,334,3011,86,Cancelled
12367,1387,12930,169,Booked
12368,682,1700,139,Cancelled
12369,267,15164,94,Checked-in
12370,690,8949,89,Checked-in
12371,771,7702,74,Cancelled
12372,763,2510,69,Booked
12373,439,3584,15,Booked
12374,1236,12116,2,Checked-in
12375,1024,3410,3,Booked
12376,1074,860,1,Booked
12377,1078,13412,257,Cancelled
12378,1764,2033,102,Checked-in
12379,842,4781,127,Cancelled
12380,1512,204,178,Checked-in
12381,370,4748,242,Booked
12382,68,15243,62,Cancelled
12383,1356,4570,151,Checked-in
12384,39,16406,6,Booked
12385,127,4296,111,Checked-in
12386,1600,4396,101,Cancelled
12387,1740,1046,143,Checked-in
12388,1067,9391,22,Booked
12389,746,1937,67,Booked
12390,1331,8146,29,Checked-in
12391,1814,7427,224,Cancelled
12392,1783,4867,148,Booked
12393,1465,12987,153,Booked
12394,1943,16520,84,Booked
12395,1543,16091,146,Cancelled
12396,1298,2055,15,Checked-in
12397,1949,1228,122,Checked-in
12398,781,16447,84,Cancelled
12399,1729,13415,163,Cancelled
12400,1753,10600,30,Booked
12401,1140,12082,2,Cancelled
12402,1845,9959,57,Booked
12403,1119,3839,119,Booked
12404,133,17025,210,Booked
12405,1308,11758,28,Booked
12406,169,5144,108,Cancelled
12407,1967,17187,80,Cancelled
12408,1740,8772,131,Booked
12409,1776,3054,155,Cancelled
12410,1653,9907,161,Checked-in
12411,1698,3491,131,Cancelled
12412,912,17021,283,Checked-in
12413,207,1952,178,Checked-in
12414,109,9949,276,Booked
12415,940,6566,86,Cancelled
12416,1558,14671,212,Booked
12417,424,2490,43,Checked-in
12418,44,13836,44,Booked
12419,669,175,22,Checked-in
12420,1635,387,96,Booked
12421,389,456,185,Checked-in
12422,1210,3813,36,Booked
12423,768,15985,13,Cancelled
12424,469,15430,94,Checked-in
12425,139,4285,64,Cancelled
12426,1005,4977,81,Booked
12427,841,9413,88,Checked-in
12428,525,9104,124,Checked-in
12429,270,1780,186,Cancelled
12430,1558,2987,237,Booked
12431,1951,12354,174,Cancelled
12432,1385,4806,13,Checked-in
12433,1233,11286,49,Checked-in
12434,1942,15011,116,Booked
12435,979,3477,227,Checked-in
12436,988,4881,59,Booked
12437,777,6371,55,Cancelled
12438,738,9802,127,Cancelled
12439,1530,15228,159,Cancelled
12440,1979,16534,84,Checked-in
12441,31,9786,59,Checked-in
12442,1556,527,27,Checked-in
12443,1901,4685,66,Booked
12444,737,2408,98,Cancelled
12445,1402,10838,15,Checked-in
12446,1353,14243,91,Checked-in
12447,643,8195,65,Booked
12448,1365,12110,165,Booked
12449,195,12911,88,Cancelled
12450,580,3533,85,Checked-in
12451,335,11854,173,Checked-in
12452,201,16648,52,Checked-in
12453,1605,9731,189,Checked-in
12454,121,4543,111,Cancelled
12455,1307,6992,253,Cancelled
12456,388,4403,45,Checked-in
12457,1977,16100,134,Cancelled
12458,1635,3209,99,Cancelled
12459,1612,7634,79,Booked
12460,1622,12492,42,Cancelled
12461,152,4490,126,Booked
12462,309,8332,259,Cancelled
12463,1121,7312,121,Checked-in
12464,1711,1290,50,Cancelled
12465,1338,7563,212,Checked-in
12466,1835,16289,262,Checked-in
12467,1875,10743,141,Cancelled
12468,811,6763,155,Cancelled
12469,1939,10303,155,Booked
12470,1402,12907,138,Checked-in
12471,699,6067,74,Cancelled
12472,1629,2820,195,Checked-in
12473,1406,12698,42,Booked
12474,943,14105,65,Cancelled
12475,796,4959,97,Cancelled
12476,637,15813,5,Booked
12477,1135,13047,187,Booked
12478,1537,2623,129,Checked-in
12479,1960,4152,114,Checked-in
12480,1440,8467,45,Booked
12481,362,6735,185,Checked-in
12482,540,3182,29,Booked
12483,1656,2909,131,Checked-in
12484,1975,7214,222,Checked-in
12485,203,12647,90,Checked-in
12486,173,2705,27,Checked-in
12487,650,9035,188,Booked
12488,457,9185,105,Booked
12489,1271,2639,54,Booked
12490,991,12687,101,Booked
12491,1468,3524,111,Cancelled
12492,5,7638,32,Booked
12493,1765,5158,39,Checked-in
12494,1309,9086,59,Checked-in
12495,1430,9537,75,Booked
12496,1243,4295,22,Booked
12497,554,11031,88,Cancelled
12498,967,27,207,Cancelled
12499,71,5499,6,Cancelled
12500,721,12023,131,Booked
12501,551,16864,120,Booked
12502,195,10628,149,Booked
12503,1672,13711,43,Cancelled
